DEPARTMENT,PROVINCE,DISTRICT,UBIGEO,GID_3,NAME_3,Poverty
PIURA,SULLANA,IGNACIO ESCUDERO,200603,PER.21.7.2_1,Ignacio Escudero,28.10000038
PIURA,SULLANA,LANCONES,200604,PER.21.7.3_1,Lancones,37.20000076
PIURA,SULLANA,MARCAVELICA,200605,PER.21.7.4_1,Marcavelica,24.89999962
PIURA,SULLANA,MIGUEL CHECA,200606,PER.21.7.5_1,Miguel Checa,28.10000038
PIURA,SULLANA,QUERECOTILLO,200607,PER.21.7.6_1,Querecotillo,24.89999962
PIURA,SULLANA,SALITRAL,200608,PER.21.7.7_1,Salitral,19.39999962
PIURA,SULLANA,SULLANA,200601,PER.21.7.8_1,Sullana,19.39999962
PIURA,TALARA,LA BREA,200703,PER.21.8.2_1,La Brea,15.5
PIURA,TALARA,MANCORA,200706,PER.21.8.5_1,Mancora,17.5
PIURA,TALARA,PARIÑAS,200701,PER.21.8.6_1,Pariñas,15.5
PUNO,AZANGARO,ACHAYA,210202,PER.22.1.1_1,Achaya,44.29999924
PUNO,AZANGARO,ARAPA,210203,PER.22.1.2_1,Arapa,39.79999924
PUNO,AZANGARO,ASILLO,210204,PER.22.1.3_1,Asillo,42.5
PUNO,AZANGARO,AZANGARO,210201,PER.22.1.4_1,Azangaro,43
PUNO,AZANGARO,CAMINACA,210205,PER.22.1.5_1,Caminaca,39.79999924
PUNO,AZANGARO,CHUPA,210206,PER.22.1.6_1,Chupa,44.29999924
PUNO,AZANGARO,JOSE DOMINGO CHOQUEHUANCA,210207,PER.22.1.7_1,Jose Domingo Choquehuanca,36.40000153
PUNO,AZANGARO,MUÑANI,210208,PER.22.1.9_1,Muñani,44.29999924
PUNO,AZANGARO,POTONI,210209,PER.22.1.10_1,Potoni,60.29999924
PUNO,AZANGARO,SAMAN,210210,PER.22.1.11_1,Saman,34.90000153
PUNO,AZANGARO,SAN ANTON,210211,PER.22.1.12_1,San Anton,33.59999847
PUNO,AZANGARO,SAN JOSE,210212,PER.22.1.13_1,San Jose,45
PUNO,AZANGARO,SAN JUAN DE SALINAS,210213,PER.22.1.14_1,San Juan de Salinas,39.79999924
PUNO,AZANGARO,SANTIAGO DE PUPUJA,210214,PER.22.1.15_1,Santiago de Pupuja,36.09999847
PUNO,AZANGARO,TIRAPATA,210215,PER.22.1.16_1,Tirapata,36.09999847
PUNO,CARABAYA,AJOYANI,210302,PER.22.2.1_1,Ajoyani,51
PUNO,CARABAYA,AYAPATA,210303,PER.22.2.2_1,Ayapata,43.79999924
PUNO,CARABAYA,COASA,210304,PER.22.2.3_1,Coasa,65.59999847
PUNO,CARABAYA,CORANI,210305,PER.22.2.4_1,Corani,67.80000305
PUNO,CARABAYA,CRUCERO,210306,PER.22.2.5_1,Crucero,44.29999924
PUNO,CARABAYA,ITUATA,210307,PER.22.2.6_1,Ituata,48
PUNO,CARABAYA,MACUSANI,210301,PER.22.2.7_1,Macusani,52.29999924
PUNO,CARABAYA,OLLACHEA,210308,PER.22.2.8_1,Ollachea,44.59999847
PUNO,CARABAYA,SAN GABAN,210309,PER.22.2.9_1,San Gaban,37.09999847
PUNO,CARABAYA,USICAYOS,210310,PER.22.2.10_1,Usicayos,48.09999847
PUNO,CHUCUITO,DESAGUADERO,210402,PER.22.3.1_1,Desaguadero,50.70000076
PUNO,CHUCUITO,HUACULLANI,210403,PER.22.3.2_1,Huacullani,52.29999924
PUNO,CHUCUITO,JULI,210401,PER.22.3.3_1,Juli,39.70000076
PUNO,CHUCUITO,KELLUYO,210404,PER.22.3.4_1,Kelluyo,43.29999924
PUNO,CHUCUITO,PISACOMA,210405,PER.22.3.5_1,Pisacoma,47.90000153
PUNO,CHUCUITO,POMATA,210406,PER.22.3.6_1,Pomata,48.40000153
PUNO,CHUCUITO,ZEPITA,210407,PER.22.3.7_1,Zepita,58
PUNO,EL COLLAO,CAPAZO,210502,PER.22.4.1_1,Capaso,46.29999924
PUNO,EL COLLAO,CONDURIRI,210505,PER.22.4.2_1,Conduriri,53.09999847
PUNO,EL COLLAO,ILAVE,210501,PER.22.4.3_1,Ilave,40.5
PUNO,EL COLLAO,PILCUYO,210503,PER.22.4.4_1,Pilcuyo,36.29999924
PUNO,EL COLLAO,SANTA ROSA,210504,PER.22.4.5_1,Santa Rosa,53.09999847
PUNO,HUANCANE,COJATA,210602,PER.22.5.1_1,Cojata,40.70000076
PUNO,HUANCANE,HUANCANE,210601,PER.22.5.2_1,Huancane,39.20000076
PUNO,HUANCANE,HUATASANI,210603,PER.22.5.3_1,Huatasani,44.29999924
PUNO,HUANCANE,INCHUPALLA,210604,PER.22.5.4_1,Inchupalla,38.59999847
PUNO,HUANCANE,PUSI,210605,PER.22.5.5_1,Pusi,51
PUNO,HUANCANE,ROSASPATA,210606,PER.22.5.6_1,Rosaspata,38.59999847
PUNO,HUANCANE,TARACO,210607,PER.22.5.7_1,Taraco,50.09999847
PUNO,HUANCANE,VILQUE CHICO,210608,PER.22.5.8_1,Vilque Chico,40
PUNO,LAMPA,CABANILLA,210702,PER.22.7.1_1,Cabanilla,45.29999924
PUNO,LAMPA,CALAPUJA,210703,PER.22.7.2_1,Calapuja,53.5
PUNO,LAMPA,LAMPA,210701,PER.22.7.3_1,Lampa,53.59999847
PUNO,LAMPA,NICASIO,210704,PER.22.7.4_1,Nicasio,38.29999924
PUNO,LAMPA,OCUVIRI,210705,PER.22.7.5_1,Ocuviri,31.70000076
PUNO,LAMPA,PALCA,210706,PER.22.7.6_1,Palca,38.29999924
PUNO,LAMPA,PARATIA,210707,PER.22.7.7_1,Paratia,31.70000076
PUNO,LAMPA,PUCARA,210708,PER.22.7.8_1,Pucara,55.5
PUNO,LAMPA,SANTA LUCIA,210709,PER.22.7.9_1,Santa Lucia,47.70000076
PUNO,LAMPA,VILAVILA,210710,PER.22.7.10_1,Vilavila,50.79999924
PUNO,MELGAR,ANTAUTA,210802,PER.22.8.1_1,Antauta,40.70000076
PUNO,MELGAR,AYAVIRI,210801,PER.22.8.2_1,Ayaviri,32.79999924
PUNO,MELGAR,CUPI,210803,PER.22.8.3_1,Cupi,42.29999924
PUNO,MELGAR,LLALLI,210804,PER.22.8.4_1,Llalli,42.29999924
PUNO,MELGAR,MACARI,210805,PER.22.8.5_1,Macari,55.70000076
PUNO,MELGAR,NUÑOA,210806,PER.22.8.6_1,Ñuñoa,48.29999924
PUNO,MELGAR,ORURILLO,210807,PER.22.8.7_1,Orurillo,53.20000076
PUNO,MELGAR,SANTA ROSA,210808,PER.22.8.8_1,Santa Rosa,45
PUNO,MELGAR,UMACHIRI,210809,PER.22.8.9_1,Umachiri,23.70000076
PUNO,MOHO,CONIMA,210902,PER.22.9.1_1,Conima,39.90000153
PUNO,MOHO,HUAYRAPATA,210903,PER.22.9.2_1,Huayrapata,64.30000305
PUNO,MOHO,MOHO,210901,PER.22.9.3_1,Moho,48.09999847
PUNO,MOHO,TILALI,210904,PER.22.9.4_1,Tilali,39.90000153
PUNO,PUNO,ACORA,210102,PER.22.10.1_1,Acora,46.90000153
PUNO,PUNO,AMANTANI,210103,PER.22.10.2_1,Amantani,59.40000153
PUNO,PUNO,ATUNCOLLA,210104,PER.22.10.3_1,Atuncolla,52.29999924
PUNO,PUNO,CAPACHICA,210105,PER.22.10.4_1,Capachica,46.09999847
PUNO,PUNO,CHUCUITO,210106,PER.22.10.5_1,Chucuito,40.79999924
PUNO,PUNO,COATA,210107,PER.22.10.6_1,Coata,61.20000076
PUNO,PUNO,HUATA,210108,PER.22.10.7_1,Huata,40.79999924
PUNO,PUNO,MAÑAZO,210109,PER.22.10.9_1,Mañazo,47.40000153
PUNO,PUNO,PAUCARCOLLA,210110,PER.22.10.10_1,Paucarcolla,59.29999924
PUNO,PUNO,PICHACANI,210111,PER.22.10.11_1,Pichacani,45.09999847
PUNO,PUNO,PLATERIA,210112,PER.22.10.12_1,Plateria,49.09999847
PUNO,PUNO,PUNO,210101,PER.22.10.13_1,Puno,12.80000019
PUNO,PUNO,SAN ANTONIO,210113,PER.22.10.14_1,San Antonio,46.70000076
PUNO,PUNO,TIQUILLACA,210114,PER.22.10.15_1,Tiquillaca,46.59999847
PUNO,PUNO,VILQUE,210115,PER.22.10.16_1,Vilque,57.5
PUNO,SAN ANTONIO DE PUTINA,ANANEA,211002,PER.22.11.1_1,Ananea,15.5
PUNO,SAN ANTONIO DE PUTINA,PEDRO VILCA APAZA,211003,PER.22.11.2_1,Pedro Vilca Apaza,54.90000153
PUNO,SAN ANTONIO DE PUTINA,PUTINA,211001,PER.22.11.3_1,Putina,47.5
PUNO,SAN ANTONIO DE PUTINA,QUILCAPUNCU,211004,PER.22.11.4_1,Quilcapuncu,53.79999924
PUNO,SAN ANTONIO DE PUTINA,SINA,211005,PER.22.11.5_1,Sina,51.5
PUNO,SAN ROMAN,CABANA,211102,PER.22.12.1_1,Cabana,45.20000076
PUNO,SAN ROMAN,CABANILLAS,211103,PER.22.12.2_1,Cabanillas,35.5
PUNO,SAN ROMAN,CARACOTO,211104,PER.22.12.3_1,Caracoto,34.59999847
PUNO,SAN ROMAN,JULIACA,211101,PER.22.12.4_1,Juliaca,21.70000076
PUNO,SANDIA,SAN PEDRO DE PUTINA PUNCO,211210,,,36.09999847
PUNO,SANDIA,ALTO INAMBARI,211209,PER.22.13.1_1,Alto Inambari,36.5
PUNO,SANDIA,CUYOCUYO,211202,PER.22.13.2_1,Cuyocuyo,36.09999847
PUNO,SANDIA,LIMBANI,211203,PER.22.13.3_1,Limbani,45.40000153
PUNO,SANDIA,PATAMBUCO,211204,PER.22.13.4_1,Patambuco,51.70000076
PUNO,SANDIA,PHARA,211205,PER.22.13.5_1,Phara,31.60000038
PUNO,SANDIA,QUIACA,211206,PER.22.13.6_1,Quiaca,45.40000153
PUNO,SANDIA,SAN JUAN DEL ORO,211207,PER.22.13.7_1,San Juan del Oro,45.40000153
PUNO,SANDIA,SANDIA,211201,PER.22.13.8_1,Sandia,34.29999924
PUNO,SANDIA,YANAHUAYA,211208,PER.22.13.9_1,Yanahuaya,31.60000038
PUNO,YUNGUYO,ANAPIA,211302,PER.22.14.1_1,Anapia,57
PUNO,YUNGUYO,COPANI,211303,PER.22.14.2_1,Copani,44.20000076
PUNO,YUNGUYO,CUTURAPI,211304,PER.22.14.3_1,Cuturapi,44.20000076
PUNO,YUNGUYO,OLLARAYA,211305,PER.22.14.4_1,Ollaraya,42.5
PUNO,YUNGUYO,TINICACHI,211306,PER.22.14.5_1,Tinicachi,42.5
PUNO,YUNGUYO,UNICACHI,211307,PER.22.14.6_1,Unicachi,42.59999847
PUNO,YUNGUYO,YUNGUYO,211301,PER.22.14.7_1,Yunguyo,45.20000076
SAN MARTIN,BELLAVISTA,ALTO BIAVO,220202,PER.23.1.1_1,Alto Biavo,39.59999847
SAN MARTIN,BELLAVISTA,BAJO BIAVO,220203,PER.23.1.2_1,Bajo Biavo,20.10000038
SAN MARTIN,BELLAVISTA,BELLAVISTA,220201,PER.23.1.3_1,Bellavista,27.5
SAN MARTIN,BELLAVISTA,HUALLAGA,220204,PER.23.1.4_1,Huallaga,27.60000038
SAN MARTIN,BELLAVISTA,SAN PABLO,220205,PER.23.1.5_1,San Pablo,46.40000153
SAN MARTIN,BELLAVISTA,SAN RAFAEL,220206,PER.23.1.6_1,San Rafael,37.90000153
SAN MARTIN,EL DORADO,AGUA BLANCA,220302,PER.23.2.1_1,Agua Blanca,24.5
SAN MARTIN,EL DORADO,SAN JOSE DE SISA,220301,PER.23.2.2_1,San Jose de Sisa,36.5
SAN MARTIN,EL DORADO,SAN MARTIN,220303,PER.23.2.3_1,San Martin,38.90000153
SAN MARTIN,EL DORADO,SANTA ROSA,220304,PER.23.2.4_1,Santa Rosa,30.39999962
SAN MARTIN,EL DORADO,SHATOJA,220305,PER.23.2.5_1,Shatoja,31.60000038
SAN MARTIN,HUALLAGA,ALTO SAPOSOA,220402,PER.23.3.1_1,Alto Saposoa,23.89999962
SAN MARTIN,HUALLAGA,EL ESLABON,220403,PER.23.3.2_1,El Eslabon,19.29999924
SAN MARTIN,HUALLAGA,PISCOYACU,220404,PER.23.3.3_1,Piscoyacu,18.79999924
SAN MARTIN,HUALLAGA,SACANCHE,220405,PER.23.3.4_1,Sacanche,19.29999924
SAN MARTIN,HUALLAGA,SAPOSOA,220401,PER.23.3.5_1,Saposoa,23.89999962
SAN MARTIN,HUALLAGA,TINGO DE SAPOSOA,220406,PER.23.3.6_1,Tingo de Saposoa,11.69999981
SAN MARTIN,LAMAS,ALONSO DE ALVARADO,220502,PER.23.4.1_1,Alonso de Alvarado,28
SAN MARTIN,LAMAS,BARRANQUITA,220503,PER.23.4.2_1,Barranquita,15
SAN MARTIN,LAMAS,CAYNARACHI,220504,PER.23.4.3_1,Caynarachi,26.39999962
SAN MARTIN,LAMAS,CUÑUMBUQUI,220505,PER.23.4.4_1,Cuñumbuqui,15
SAN MARTIN,LAMAS,LAMAS,220501,PER.23.4.5_1,Lamas,22.10000038
SAN MARTIN,LAMAS,PINTO RECODO,220506,PER.23.4.6_1,Pinto Recodo,36.09999847
SAN MARTIN,LAMAS,RUMISAPA,220507,PER.23.4.7_1,Rumisapa,22
SAN MARTIN,LAMAS,SAN ROQUE DE CUMBAZA,220508,PER.23.4.8_1,San Roque de Cumbaza,30.89999962
SAN MARTIN,LAMAS,SHANAO,220509,PER.23.4.9_1,Shanao,30.89999962
SAN MARTIN,LAMAS,TABALOSOS,220510,PER.23.4.10_1,Tabalosos,44.59999847
SAN MARTIN,LAMAS,ZAPATERO,220511,PER.23.4.11_1,Zapatero,28
SAN MARTIN,MARISCAL CACERES,CAMPANILLA,220602,PER.23.5.1_1,Campanilla,23.70000076
SAN MARTIN,MARISCAL CACERES,HUICUNGO,220603,PER.23.5.2_1,Huicungo,32.90000153
SAN MARTIN,MARISCAL CACERES,JUANJUI,220601,PER.23.5.3_1,Juanjui,19.79999924
SAN MARTIN,MARISCAL CACERES,PACHIZA,220604,PER.23.5.4_1,Pachiza,32.90000153
SAN MARTIN,MARISCAL CACERES,PAJARILLO,220605,PER.23.5.5_1,Pajarillo,28.60000038
SAN MARTIN,MOYOBAMBA,CALZADA,220102,PER.23.6.1_1,Calzada,16.29999924
SAN MARTIN,MOYOBAMBA,HABANA,220103,PER.23.6.2_1,Habana,15.69999981
SAN MARTIN,MOYOBAMBA,JEPELACIO,220104,PER.23.6.3_1,Jepelacio,35.40000153
SAN MARTIN,MOYOBAMBA,MOYOBAMBA,220101,PER.23.6.4_1,Moyobamba,16.29999924
SAN MARTIN,MOYOBAMBA,SORITOR,220105,PER.23.6.5_1,Soritor,33.5
SAN MARTIN,MOYOBAMBA,YANTALO,220106,PER.23.6.6_1,Yantalo,16.29999924
SAN MARTIN,PICOTA,BUENOS AIRES,220702,PER.23.7.1_1,Buenos Aires,29.39999962
SAN MARTIN,PICOTA,CASPISAPA,220703,PER.23.7.2_1,Caspisapa,18.10000038
SAN MARTIN,PICOTA,PICOTA,220701,PER.23.7.3_1,Picota,24.70000076
SAN MARTIN,PICOTA,PILLUANA,220704,PER.23.7.4_1,Pilluana,23.89999962
SAN MARTIN,PICOTA,PUCACACA,220705,PER.23.7.5_1,Pucacaca,16.39999962
SAN MARTIN,PICOTA,SAN CRISTOBAL,220706,PER.23.7.6_1,San Cristobal,18.10000038
SAN MARTIN,PICOTA,SAN HILARION,220707,PER.23.7.7_1,San Hilarion,24.70000076
SAN MARTIN,PICOTA,SHAMBOYACU,220708,PER.23.7.8_1,Shamboyacu,49.70000076
SAN MARTIN,PICOTA,TINGO DE PONASA,220709,PER.23.7.9_1,Tingo de Ponasa,42.40000153
SAN MARTIN,PICOTA,TRES UNIDOS,220710,PER.23.7.10_1,Tres Unidos,38.20000076
SAN MARTIN,RIOJA,AWAJUN,220802,PER.23.8.1_1,Awajun,31.39999962
SAN MARTIN,RIOJA,ELIAS SOPLIN VARGAS,220803,PER.23.8.2_1,Elias Soplin Vargas,43.59999847
SAN MARTIN,RIOJA,NUEVA CAJAMARCA,220804,PER.23.8.3_1,Nueva Cajamarca,28.39999962
SAN MARTIN,RIOJA,PARDO MIGUEL,220805,PER.23.8.4_1,Pardo Miguel,36.59999847
SAN MARTIN,RIOJA,POSIC,220806,PER.23.8.5_1,Posic,30.89999962
SAN MARTIN,RIOJA,RIOJA,220801,PER.23.8.6_1,Rioja,17.10000038
SAN MARTIN,RIOJA,SAN FERNANDO,220807,PER.23.8.7_1,San Fernando,15.60000038
SAN MARTIN,RIOJA,YORONGOS,220808,PER.23.8.8_1,Yorongos,30.89999962
SAN MARTIN,RIOJA,YURACYACU,220809,PER.23.8.9_1,Yuracyacu,28.39999962
SAN MARTIN,SAN MARTIN,ALBERTO LEVEAU,220902,PER.23.9.1_1,Alberto Leveau,20.10000038
SAN MARTIN,SAN MARTIN,CACATACHI,220903,PER.23.9.2_1,Cacatachi,22.10000038
SAN MARTIN,SAN MARTIN,CHAZUTA,220904,PER.23.9.3_1,Chazuta,55.40000153
SAN MARTIN,SAN MARTIN,CHIPURANA,220905,PER.23.9.4_1,Chipurana,36.79999924
SAN MARTIN,SAN MARTIN,EL PORVENIR,220906,PER.23.9.5_1,El Porvenir,36.79999924
SAN MARTIN,SAN MARTIN,HUIMBAYOC,220907,PER.23.9.6_1,Huimbayoc,47.29999924
SAN MARTIN,SAN MARTIN,JUAN GUERRA,220908,PER.23.9.7_1,Juan Guerra,22.10000038
SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,220909,PER.23.9.8_1,La Banda de Shilcayo,15.5
SAN MARTIN,SAN MARTIN,MORALES,220910,PER.23.9.9_1,Morales,6.400000095
SAN MARTIN,SAN MARTIN,PAPAPLAYA,220911,PER.23.9.10_1,Papaplaya,36.79999924
SAN MARTIN,SAN MARTIN,SAN ANTONIO,220912,PER.23.9.11_1,San Antonio,20.10000038
SAN MARTIN,SAN MARTIN,SAUCE,220913,PER.23.9.12_1,Sauce,36.29999924
SAN MARTIN,SAN MARTIN,SHAPAJA,220914,PER.23.9.13_1,Shapaja,16.60000038
SAN MARTIN,SAN MARTIN,TARAPOTO,220901,PER.23.9.14_1,Tarapoto,6.900000095
SAN MARTIN,TOCACHE,NUEVO PROGRESO,221002,PER.23.10.1_1,Nuevo Progreso,26.39999962
SAN MARTIN,TOCACHE,POLVORA,221003,PER.23.10.2_1,Polvora,26.39999962
SAN MARTIN,TOCACHE,SHUNTE,221004,PER.23.10.3_1,Shunte,33
SAN MARTIN,TOCACHE,TOCACHE,221001,PER.23.10.4_1,Tocache,15.89999962
SAN MARTIN,TOCACHE,UCHIZA,221005,PER.23.10.5_1,Uchiza,19.70000076
TACNA,CANDARAVE,CAIRANI,230202,PER.24.1.1_1,Cairani,25
TACNA,CANDARAVE,CAMILACA,230203,PER.24.1.2_1,Camilaca,23.60000038
TACNA,CANDARAVE,CANDARAVE,230201,PER.24.1.3_1,Candarave,30.39999962
TACNA,CANDARAVE,CURIBAYA,230204,PER.24.1.4_1,Curibaya,16.60000038
TACNA,CANDARAVE,HUANUARA,230205,PER.24.1.5_1,Huanuara,23.60000038
TACNA,CANDARAVE,QUILAHUANI,230206,PER.24.1.6_1,Quilahuani,31.5
TACNA,JORGE BASADRE,ILABAYA,230302,PER.24.2.1_1,Ilabaya,5.5
TACNA,JORGE BASADRE,ITE,230303,PER.24.2.2_1,Ite,7
TACNA,JORGE BASADRE,LOCUMBA,230301,PER.24.2.3_1,Locumba,13.10000038
TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,230110,,,18.70000076
TACNA,TACNA,ALTO DE LA ALIANZA,230102,PER.24.3.1_1,Alto de la Alianza,15.10000038
TACNA,TACNA,CALANA,230103,PER.24.3.2_1,Calana,7.300000191
TACNA,TACNA,CIUDAD NUEVA,230104,PER.24.3.3_1,Ciudad Nueva,20.5
TACNA,TACNA,INCLAN,230105,PER.24.3.4_1,Inclan,15
TACNA,TACNA,PACHIA,230106,PER.24.3.5_1,Pachia,15
TACNA,TACNA,PALCA,230107,PER.24.3.6_1,Palca,34.20000076
TACNA,TACNA,POCOLLAY,230108,PER.24.3.7_1,Pocollay,13.39999962
TACNA,TACNA,SAMA,230109,PER.24.3.8_1,Sama,10.60000038
TACNA,TACNA,TACNA,230101,PER.24.3.9_1,Tacna,7.699999809
TACNA,TARATA,HEROES ALBARRACIN,230402,PER.24.4.1_1,Chucatamani,27.60000038
TACNA,TARATA,ESTIQUE,230403,PER.24.4.2_1,Estique,23.39999962
TACNA,TARATA,ESTIQUE-PAMPA,230404,PER.24.4.3_1,Estique-Pampa,23.39999962
TACNA,TARATA,SITAJARA,230405,PER.24.4.4_1,Sitajara,26.39999962
TACNA,TARATA,SUSAPAYA,230406,PER.24.4.5_1,Susapaya,27.5
TACNA,TARATA,TARATA,230401,PER.24.4.6_1,Tarata,36.59999847
TACNA,TARATA,TARUCACHI,230407,PER.24.4.7_1,Tarucachi,26.39999962
TACNA,TARATA,TICACO,230408,PER.24.4.8_1,Ticaco,28.89999962
TUMBES,CONTRALMIRANTE VILLAR,CANOAS DE PUNTA SAL,240203,,,9.5
TUMBES,CONTRALMIRANTE VILLAR,CASITAS,240202,PER.25.1.1_1,Casitas,19.79999924
TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,240201,PER.25.1.2_1,Zorritos,9.699999809
TUMBES,TUMBES,CORRALES,240102,PER.25.2.1_1,Corrales,14.80000019
TUMBES,TUMBES,LA CRUZ,240103,PER.25.2.2_1,La Cruz,11.19999981
TUMBES,TUMBES,PAMPAS DE HOSPITAL,240104,PER.25.2.3_1,Pampas de Hospital,10.60000038
TUMBES,TUMBES,SAN JACINTO,240105,PER.25.2.4_1,San Jacinto,11.19999981
TUMBES,TUMBES,SAN JUAN DE LA VIRGEN,240106,PER.25.2.5_1,San Juan de la Virgen,14.80000019
TUMBES,TUMBES,TUMBES,240101,PER.25.2.6_1,Tumbes,8.699999809
TUMBES,ZARUMILLA,AGUAS VERDES,240302,PER.25.3.1_1,Aguas Verdes,9.300000191
TUMBES,ZARUMILLA,MATAPALO,240303,PER.25.3.2_1,Matapalo,9.100000381
TUMBES,ZARUMILLA,PAPAYAL,240304,PER.25.3.3_1,Papayal,11
TUMBES,ZARUMILLA,ZARUMILLA,240301,PER.25.3.4_1,Zarumilla,9.300000191
UCAYALI,ATALAYA,RAYMONDI,250201,PER.26.1.1_1,Raymondi,31.79999924
UCAYALI,ATALAYA,SEPAHUA,250202,PER.26.1.2_1,Sepahua,31.79999924
UCAYALI,ATALAYA,TAHUANIA,250203,PER.26.1.3_1,Tahuania,29.60000038
UCAYALI,ATALAYA,YURUA,250204,PER.26.1.4_1,Yurua,52.59999847
UCAYALI,CORONEL PORTILLO,MANANTAY,250107,,,10.39999962
UCAYALI,CORONEL PORTILLO,CALLERIA,250101,PER.26.2.1_1,Callaria,6.199999809
UCAYALI,CORONEL PORTILLO,CAMPOVERDE,250102,PER.26.2.2_1,Campoverde,11.60000038
UCAYALI,CORONEL PORTILLO,IPARIA,250103,PER.26.2.3_1,Iparia,33.70000076
UCAYALI,CORONEL PORTILLO,MASISEA,250104,PER.26.2.4_1,Masisea,32.79999924
UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,250106,PER.26.2.5_1,Nueva Requena,11.60000038
UCAYALI,CORONEL PORTILLO,YARINACOCHA,250105,PER.26.2.6_1,Yarinacocha,7.900000095
UCAYALI,PADRE ABAD,CURIMANA,250303,PER.26.3.1_1,Curimana,9
UCAYALI,PADRE ABAD,IRAZOLA,250302,PER.26.3.2_1,Irazola,12.89999962
UCAYALI,PADRE ABAD,PADRE ABAD,250301,PER.26.3.3_1,Padre Abad,9.399999619
UCAYALI,PURUS,PURUS,250401,PER.26.4.1_1,Purus,31.89999962
